"label"	"text"
"positive"	"@Campbell_Soupss I liked it a lot. Held my attention much better than Dark Souls. I may have to go back to that now."
"positive"	"Have a great weekend everyone. Make it even better by coming to bootcamp! 9am Saturday with Liam and 9am Sunday with Kev!"
"positive"	"Big congrats to @Gregy20723 4winning the main event. Very classy move stoping his friends from celebrations to shake the hand of Sylvia 1st"
"positive"	"@foofighters Two tickets to see Foo Fighters at Bowl tonight (Sunday). Face value. Leighton Buzzard or Milton Keynes area. Any interest?"
"positive"	"July not over till Frank Ocean drop his album so it's still July"
"positive"	"My favourite runway so far during Paris Fashion Week was #LouisVuitton. It bring us back the SUN #Yellow http://t.co/gHSTHMSS"
"positive"	"I do claim Brock Lesnar as one of the best UFC fighters ever because he is the 2nd person EVER to win the title in only his 4th pro fight."
"positive"	"@neverstoptRYANE I miss you too! I'll be at SU sunday to watch the lax game, come with me!!!"
"positive"	"Home opener 7:30 tomorrow night vs Marlies. Lots of future Montreal Canadiens to see. Lets sell out the lower... http://t.co/BjLR19gM"
"positive"	"If he is becoming a legitimate offensive threat which it appears he is (I know its only preseason) he may be THE x-factor to a Bulls title"
"positive"	"Iron Maiden tours video game history in 1st new single in five years. The graphics and feel of the games is so good http://t.co/i3BazKajIj"
"positive"	"Wow. New Jay pitcher David Price comes as advertised. 8 innings, 11 strikeouts, 1st win as a Blue Jay! Bring it!"
"positive"	"Foxtel is the best money I have ever spent. Productivity goes down on Tuesday\u2019s... Newsroom\u002c Mob Wives\u002c general omg-ness. Love it."
"positive"	"Hi @KyleMichael! I absolutely loved @KathieLGifford's testimony of faith about Frank Gifford on @TODAYshow this Mon AM. Beautiful tribute!"
"positive"	"Thought it was Ben Affleck for a 2nd! Love this! @BaruchelNDG  http://t.co/WsgkcTTuTu #Club1909 #GoHabsGo"
"positive"	"Waw.. Good Friday http://t.co/NBqmJdbq is AWESOOMEEE! I got laid last night bc of it"
"positive"	"Star Wars Day!!! This time tomorrow I'll be waking up having seen it! Chewie, we're back!"
"positive"	"May be going to the a jason aldean concert tomorrow :)"
"positive"	"@SCLARKE77 cool beans :) try and let me know by the end of the day! 7pm, fri 22nd at moomba :)"
"positive"	"Like\u002c \\"\"Sweet You.\\"\" \\"\"Happy Valentines day.\\"\" (when it\u2019s July). \\"\"I\u2019ll meet you at the shop every Tuesday.\\"\"......."
"positive"	"Looks like Andy the Android may have had a little too much fun yesterday. http://t.co/7ZDEfzEC"
"positive"	"Join me this Sunday at the New Thought Community Center in Fresno. I have the honor of doing the service this... http://t.co/ELm87X4U"
"positive"	"Shawn's a smart guy, he may be young but he knows what he's talking about."
"positive"	"Dang! Watch Paper Towns for the 3rd time"
"positive"	"@tokyoeyepatch But trust a DJ who\u2019s giving away TRIKSTA - all about N.O. rap scene [Choppa] on Gumbo Monday 7PM #fundingdrive2012! Bounce!"
"positive"	"@Lynn_Townley Haha!! Well keep going\u002c my hubby gave up on Ash Wed in \u201996 & has never looked back."
"positive"	"Have an extra ticket to the Riot Fest in Dallas this Saturday. Hit me up if anyone is interested"
"positive"	"What a amazing Monday Night Raw!! Epic ending so excited to see @Sting challenge Seth Rollins for the WWE Championship #RAW #WWE #Sting"
"positive"	"Home from MYSA conference. Glad it went good after all the hustle and bustle. Haha I missed work and tomorrow, I'm doomed! :p"
"positive"	"Heads up Prince George's CC (@pgccnews)! Get involved with #ItsOnUs TODAY! https://t.co/CTDIy91v5r"
"positive"	"The Black Friday remixes by Kendrick and Cole are the exact reason I can't wait for their joint album"
"positive"	"Frank Gifford's work on Monday Night Football w/Howard Cosell, Don Meredith, Al Michaels &amp; Dan Dierdorf really helped make me an NFL fan."
"positive"	"Just got the wax flushed from my ears for Janet Jackson tomorrow night, my body is literally ready"
"positive"	"Just saw Ant-Man in the theatre for the 3rd time.  It's still super great."
"positive"	"When is David Price's next gone start? I'm hoping next Fri the 14th since I've got tickets for that game vs the Yankees"
"positive"	"\\"\"Nick J all day\\"\" and \\"\"#30\\"\" on my powder puff pants. Looks like I\u2019m gonna be a stud tomorrow under the lights. @L_Starcevich @N_Jeffries13"
"positive"	"@justinbieber I received the best gift anyone could ask for!!! JUSTIN BIEBER TICKETS! See you in Jun in Lincoln Justin!!! #PURPOSETOUR"
"positive"	"9 months from Friday there is going to be another ginormous Baby Boom #CallinIt"
"positive"	"I\u2019m going to KFC tomorrow so ANDY (the guy/boy idk what age he was) better be there because he\u2019s like my runaway love"
"positive"	"People need to stop getting so butthurt over the fact joi is getting to see Shawn in October she deserves it so much I'm gonna be happy"
"positive"	"Lucky i didnt go to the spurs game last night"
"positive"	"@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them\u002c about them & ACT on them.  Ghandi\u002c Sadat\u002c ADT\u002c me!"
"positive"	"Oh tomorrow I'll probably rant about black fashion and blacks aspiration to purchase luxury brands (Louis, Gucci, Versace, etc)"
"positive"	"You may not like Floyd Mayweather as a person but you have got to respect him and understand that he's one of the greatest of all time"
"positive"	"Selection Monday! Right up there with Selection Sunday. #NCAAbaseball"
"positive"	"Played Football,watched football and last nights UFC &amp; just taken down a massive Ruby whilst watching Twilight. What Sunday's are made for!"
"positive"	"@thementalistcbs Can\u2019t wait for the new series\u002c starts on Sunday over here in Britain\u002c #redjohn"
"positive"	"Aye make sure y\u2019all tell a top notch trill young savage diva chick happy 18th birthday @_BumbaRasClaat"
"positive"	"@flybe Guernsey - those islanders love the G-Funk and Ice Cube covers. Over to Amsterdam in November, Belize and then Glasgow #homecoming"
"positive"	"To my U2 followers and everyone else,my Twitter feed is going to be full of #curling tweets until Sunday. #besttimeoftheyear @grandslamcurl"
"positive"	"Looking stunning at the #AACTAs. See Cate Blanchett's next great performance in #Carol. In cinemas January 14. https://t.co/SqVZnDe1iO"
"positive"	"Can not wait for Jason Aldean tomorrow night with my wonderful girlfriend!!! Even better she's wearing the outfit I picked out for her!!!"
"positive"	"10 Best Ideas of the Week: The ESPY Awards, 'Project Runway' 10th Anniversary Party, Calgary Stampede http://t.co/CWJqlsOT"
"positive"	"Black Friday week is going to be crazy. Iggy, Nicki, 1D, Selena, Eminem and I know I'm forgetting someone ???"
"positive"	"@JamesSantelli @alisonbrie I think Thurs is good news\u002c though. Back with 30 Rock\u002c Parks and Rec where it fits in\u002c and not Fri death knell."
"positive"	"@BrockJays i'm coming to see you you at Westfield Parramatta on Saturday!! SOOOO EXCITED!!! xxx"
"positive"	"Woohoo! This will be the best GGs ever! MT @redeyechicago: Tina Fey and Amy Poehler will host the Golden Globe Jan 13.  http://t.co/rwtzIxmF"
"positive"	"Beatsmiths! The homie @StayProductive just dropped his very 1st drum kit for \"FREEEEEE\" (c) Kendrick Lamar. D/L that https://t.co/Rk5lRkpOlM"
"positive"	"They don't have a 1st Amendment in Israel. So it's perfectly legal! https://t.co/BxyMq9MbM1"
"positive"	"All the best my champ .. I hope u will rise above seth rollins. Love u https://t.co/BGBceQMvrl"
"positive"	"DePaul WBB practice\u002c wine\u002c ND Football\u002c dinner with big brother in Lincoln Park = great Saturday"
"positive"	"RT @DC_Zol: @ParamountUK #COWBOYSandALIENS Watched it last night, Cowboys & Indians (+plus Aliens too) - brilliant Western with a touch  ..."
"positive"	"Wishing I could see shawn open for Taylor and see Taylor on the 9th. http://t.co/6gODOLrw3z"
"positive"	"@nery_lr cool this is cool i managed to get the CTS sun in the pic and black stars for Avril now for lawson"
"positive"	"How ironic is it that on Sundae, July 19th, which apparently is National Ice Cream Day, I ordered two blizzards at DQ instead of one?"
"positive"	"Good luck to @Beccie1983 and the IT team climbing Mount Snowdon tomorrow for Bristol based charity Paul's Place. Send a picture from the top"
"positive"	"Asslamau alaikum community of khair,  By the grace of Allah, we had a wonderful Eid gathering on Friday. For... http://t.co/KRsFvNkK8s"
"positive"	"The Miss USA questions portion may be the funniest thing I have ever seen"
"positive"	"Bad Girls Club: Mexico...is so official now meaning most of the girls going off on each other. I can\u2019t wait until monday.  |D"
"positive"	"Social Media Week is right now! Can you tell I\u2019m excited? #SMWVAN I\u2019ll be at the @BCAMA event tomorrow\u002c see you there! http://t.co/6YsCj1JJ"
"positive"	"Happy Birthday Prince George, you are so cute https://t.co/ryeurRTJoO"
"positive"	"I have an extra ticket to a Sam smith concert tomorrow at 8. Anyone wanna go with me????"
"positive"	"@Noahsyndergaard  great game &amp; way to make a statement on the 1st pitch.  Very Bob Gibson of u. Beware of Thor the hammer will come! #LGM"
"positive"	"Really hope Welbeck is fit for Saturday and it's just a little knock"
"positive"	"Tony Blair  was the best Prime Minister  and the best Labour Leader .God Bless him and long may he live."
"positive"	"@fatimasule That was the revelation I mentioned on sunday evening. I am still in Abj. How are u & where have u been again?"
"positive"	"@Cheeellleeee woooo I'll look into for next Wednesday, just wanna see Ben Affleck"
"positive"	"@JamesGunn Only my 3rd tweet ever &amp; it's to you. At 20:45 in GoTG, is that Chris Evans as Nova Security?"
"positive"	"Carly Fiorina, as part of the Presidential Caucus Series, will be speaking at the town hall meeting this Friday,... http://t.co/9CqrHlWbLu"
"positive"	"Assuming Murray pulls it out here all 4 matches on Monday will be very intriguing."
"positive"	"do I want to go and see James Bay March 29th and then The Vamps April 1st? Well, yeah actually.."
"positive"	"Oh, My, 'Celeb' Big Brother is back on Thursday.  Time for the annual game of Who The Fuck Are You?  #CBB"
"positive"	"Going to that Colts vs. Texans game in December is gonna be one of the best presents I get for Christmas ever."
"positive"	"Did you know that over half our workforce are Nursing Staff (57%). We'll be celebrating 3377 of them tomorrow on Nurses Day #ind2012"
"positive"	"@first_and_15th yees I'm down. All my Detroit frnds always talk about those malls but I've never been there! It's gna be my 1st time yaay!"
"positive"	"Went to see \\"Rise of the Planet of the Apes\\" tonight Great movie B+ for sure.  !!lChris-Rockz!!!"
"positive"	"RT @DuhImWinning: An iPad on one side of the bed streaming Family Guy and my MacBook on the other side streaming porn. Ah, what a nice S ..."
"positive"	"@piersmorgan Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldn\u2019t go astray! It\u2019s almost 3 am on a sunday!"
"positive"	"@sweetsweetnessa @Sarahlew18 @sagehannan @thereisarose ommmgggggg you\u2019re alwayyyyyyyz in my HRT babi gurl. See you tomorrow!?"
"positive"	"Looking at the @IRBSevens results from the gold coast is getting me excited for going at twickers in May :D"
"positive"	"Why it's great to go see Ant-Man in IMAX (or any movie, really), at the Tuesday late night showing. http://t.co/lk2n6zQh9q"
"positive"	"So glad to be back in the big apple. Off tomorrow to Florida. #lookingfoward to a mini vacay #longoverdue"
"positive"	"He's a handsome devil, isn't he? Catch him in Ant-Man, screening for the last time tomorrow! https://t.co/VZDZUhAMD0 http://t.co/ByJl2bZQev"
"positive"	"@TeamJacJossa yeah - you're playing tomorrow - obv you aint going tho against Barbarians - then Aussies away - next home are September :)"
"positive"	"Paul McCartney playing as the sun sets in Chicago was definitely one of the most beautiful things I've ever witnessed ok"
"positive"	"@4everAM_ber *as i sat and thought* i lied. Total Praise\u002c Thank You\u002c then the Winans joints"
"positive"	"@CUTE_AF I\u2019ll make you the cd\u2019s while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!"
"positive"	"Rainy day, got alot done tho. Registration tmrw morning! Rdy to eat din and watch Sons of Anarchy, can't wait for the new season! #stoked"
"positive"	"I cut 6th period just so kevin didnt have to be in art by himself\u002c im such a good friend!"
"positive"	"Just 2 more days until Copper River Salmon is here! Arriving Monday to the Market."
"positive"	"Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES."
"positive"	"Interested in a fieldtrip this Sat. to check out the annual snow goose migration? Text or call Becky at 403-715-7844 http://t.co/IkmzyBcY"
"positive"	"@HoodieMobNV @d00mdom hip hip hooray\u002c meet you in nevada tomorrow so we can prepare."
"positive"	"#Astros Aplin steals third after knocking a big  RBI double down the right field line. We're tied at 1 in the 8th."
"positive"	"Watching the best moments of Inbetweeners last night highlighted the fact that (towie) is full of helmets. Surely im not the only one?"
"positive"	"@strightup2 We as Christians may loose many battles but Christ has already won the war and in the end we all win and our inheritance awaits"
"positive"	"No joke I got a voicemail yesterday saying \\"\"Happy Valentine\u2019s Day\\"\" instead of \\"\"Happy 4th of July\\"\".  Wow.  Not sure what that is all about."
"positive"	"@machinegunkelly pumped too see you in Tucson on the 27th dude!!! #LaceUp"
"positive"	"I'm going to Milan tomorrow omg I forgot?????"
"positive"	"I hope Kanye West is the lead on the 3rd season of true detective. Because this script is writing itself. #MTVVMAs"
"positive"	"STING vs. Seth Rollins on September 20th for the World Title! Amazing! http://t.co/xoNwHr5Syx"
"positive"	"#MTVSTARS Lady Gaga  There's a little black spot on the sun today That's my soul up there It's the same old thing as yesterday"
"positive"	"Jerred tomorrow followed by a day of nothing but xbox sounds great. Then next Friday. So much excite."
"positive"	"Singing Frank Ocean at the top of my lungs while walking down 3rd st. Good morning."
"positive"	"@sweetsweetnessa @Sarahlew18 @sagehannan @thereisarose ommmgggggg you\u2019re alwayyyyyyyz in my HRT babi gurl. See you tomorrow!?"
"positive"	"My verdict on Paper Towns: solid 8/10. Very nice, simply done. May have fallen in love with Nat Wolff's acting more than humanly possible."
"positive"	"Dustin Johnson ends the first round of a major championship in 1st place. What's a surprise"
"positive"	"@Uggglyy @GirlsLuvDeonte Kendrick did his beat better than he did hahaha Coles Black Friday was weak sauce"
"positive"	"Pastor Winans will always be cool wit me because \u2019Tomorrow\u2019 by the Winans is one of my fav gospel songs!  And he sent my Nippy home right!"
"positive"	"Starts Friday night Irving plaza NYC me and @bteband touring with Chiodos <- stoked"
"positive"	"This \\"\"Too Cute\\"\" puppy show on Animal planet might just be the greatest thing ever. I may never leave my room. #HomeworkCanWait"
"positive"	"@LAGalaxy Thanks.  Still have love for my Galaxy!! I will cheering us on to victory at the stadium club tonite!! Beat Dallas!!"
"positive"	"Saudi Arabia is the 14th largest country on Earth."
"positive"	"I'm not 100% sure but if everything goes like it always does, something is gonna happen with zayn tomorrow, preferably zayn drops a single."
"positive"	"Is this the 1st time Kpop has been nominated in the TCAs? Even if we don't win, isn't that still an achievement we should be proud of!"
"positive"	"February Stars\u002c 15 years old and still one of the best songs Dave Grohl has ever written. #fact"
"positive"	"@LFCAFFILIATED  @BBCSport they won la liga in 94 and got to euro final in 94. They were 2nd best team in world. Milan were just the best."
"positive"	"@radioandra On monday I request some Queens of the stone age to celebrate that they're finally coming to Roskilde festival again!"
"positive"	"I've said all along that Scott Walker's low-key style doesn't set the barn on fire but will win the day.  https://t.co/ThWRx7wTL5"
"positive"	"you can meet the mandem you can meet the fam,1st class shopping trip to milan #manlikegatsby @Beth_garnish @LeannneCoyne"
"positive"	"@AJBrooks @SkippingDiva good we too love you back came Monday  night raw soon fan 1 John cena boy friend along  miss love"
"positive"	"Here's the scoop: Sunday is National Ice Cream Day http://t.co/5SpPtGPAC3 via @usatodaycollege I love the free ice cream for dogs!"
"positive"	"@tenebrae2012 So @Liquid_Galaxy just told us that he watched Sharknado 3 on Friday and that they are making a FOURTH one! \o/ =))"
"positive"	"Love this vid!! 1st time I\u2019ve seen it!--- jules explains it all - David Archuleta sings \\"\"Nandito Ako.\\"\" http://t.co/izoWmLoh via @youtube"
"positive"	"Kris Bryant's smile when he gets a homer could fuel the sun @KrisBryant_23 @Cubs"
"positive"	"Very proud of Paul Dunne. It may not have ended the way he wanted but he showed what a big talent he has #open2015"
"positive"	"Currently celebrating the 20th anniversary of Clueless and National Ice Cream Day. Be still my heart!"
"positive"	"Friday, September 4th celebrate the Iron Maiden \"The Book of Souls \" Album Release Party!  Starting at 6 PM buy a... http://t.co/bBHoh69OCK"
"positive"	"I love the Bee Gees version but I may love this one a little more. https://t.co/CMexa3nsTX"
"positive"	"'Milan' appeared on Monday 14 at the 17th place in the Top20 of Stockholm's Trends: https://t.co/gNMtUffDHx #trndnl"
"positive"	"Wishing Prince George a very Happy 2nd Birthday from the Old Star! Cheers! #HappyBirthdayPrinceGeorge http://t.co/BytV0SCQYi"
"positive"	"@blakersims no shit? he looks awesome. Randy Orton in the 2nd one made me uncomfortable."
"positive"	"Can\u2019t wait to see the people of Shotton proudly waving their red & white flags and wearing their national team shirts. Poland play tomorrow!"
"positive"	"Skye: Wouldn't mind getting my human hands on Thor. He's so dreamy. Coulson: Sure, he's handsome, but - May: [interrupting] No. He's dreamy."
"positive"	"Get better @garrettmaine. Glad i got to talk to u tonight. I will have fun at Disney tomorrow for you"
"positive"	"Paper Towns is one of my favorite books and tomorrow I'm going to the movie with one of my favorite people.  @SarayRojas7"
"positive"	"So I notice on SyFy website you can vote if April lives or dies in Sharknado 4. Essentially they announced Shaknado 4... What a great day!"
"positive"	"Walk into work, see \"John Cena\" graffitied on the ground.. Nice. #Tuesday"
"positive"	"Harrogate is a Spa town and the site for the Great Yorkshire Show in July. This cottage is a great base for visiting http://t.co/ZYPJZGaI"
"positive"	"Today I found nirvana, and all it took was kayaking with my best friend behind me, my favorite jam, a fucking bagel, &amp; the sun beaming on me"
"positive"	"@KingSalman its not the 1st time religion is manipulated,in this case Islam. Raif spoke out against the establishment, he's a hero.#FreeRaif"
"positive"	"Who's interested in joining Younique but for whatever reason has decided they can't? I may have a solution for you! :)"
"positive"	"Anyone wanna see Jason Aldean with me Sept 17th?! Got an extra ticket!!!!"
"positive"	"@Jaackkemp wooooooo, getting drunk on a Wednesday night with Jack Kemp, basically a dream come true."
"positive"	"Happy Saturday!!!!  Bee Gees with How Deep Is Your Love https://t.co/bZQwzrVdRP"
"positive"	"@maff11 See that Wednesday scarf in the Packers locker room haha http://t.co/QVweaKxoPh"
"positive"	"@Kareembynature LOOOL errr.. I'll have to it watch it today (was watching Celebrity Juice last night)"
"positive"	"@Shalenko20 awww what a great dream!! :) And it will come true SOON!!! Pennies on may 16!! BE THERE!! #618wingman"
"positive"	"Just had an email from my boss: are you free Fri 25th to go Milan? Er, let me see.... YES!!"
"positive"	"Watching the live stream of Miss Teen USA while watching the Olympics. Great Saturday! :)"
"positive"	"Just got home & now watching the Cuse game from earlier. I AM WATCHING SYRACUSE BASKETBALL! Been waiting for this since March 24th."
"positive"	"@JohnLusher @AceConcierge @VAinParadise @mmangen Coffee and Friday! It's a good day!"
"positive"	"oms on my birthday (Dec. 18th Tuesday) i want lap dances! EVERYBODY know i stay with like 50 singles in my pocket !!!"
"positive"	"RT @RealTrevorEllis: comedy central is on point tonight haha"
"positive"	"Should be happy David Wright is back but the Mets fan in me is dreading the news tomorrow that deGrom has a dead arm and is going to the DL"
"positive"	"Carnival Tomorrow. I'll make sure to take pictures:)"
"positive"	"Congrats Sarah Geronimo for winning the Best Local Video Artist in 8th USTv Student\u2019s Choice Awards.. We are so proud of you..."
"positive"	"Already done ! See you at Milan https://t.co/XEXstKk8J9"
"positive"	"Just watched Four Lions, cool. Awesome song to finish it with too. #nowplaying Aphex Twin - Avril 14th"
"positive"	"Oh what's that? The MAC is better than the ACC and Big East in football? .... That's what's up http://t.co/mTJznD1D"
"positive"	"Defending the production of sustainable cotton for African countries: Interlaken 8 October 2012. Mr. S... http://t.co/NTyhKiqi #wcoc09"
"positive"	"David Wright is back and had a big impact in the win tonight. Mets are now 12 games over .500, 5.5 games ahead in 1st, I can see October!"
"positive"	"Royals, Hulk Hogan, and how to handle a bat in the house. All tomorrow on Hot Morning Show w/ @kloOnAir on @Hot_105 !"
"positive"	"Wide awake on a Sunday morning, listening to Ed Sheeran on the radio, such a good start..."
"positive"	"@teamgabrod I like pumpkin muffins from Dunkin!  Would Thursday or Friday be good for you??"
"positive"	"Big Brother Facts ... BB7 was All-Stars, and @JanellePierzina won the 1st ever OTEV Competition #BB17 http://t.co/3byNVUyHJD"
"positive"	"@SD1874 see you saturday, you sure this prince george is the right pub hahahha"
"positive"	"RT @ndalberth: Amanda Knox and Raffaele Sollecito return to court to continue appeal Mon, Sept 5th.Freedom is just around the corner kids!"
"positive"	"Fixed the UI, Shadow Performance, audio issues on PS4. Testing today &amp; tomorrow then submitting patch tomorrow if everything works :)"
"positive"	"@dobsonMEN Re-read TKAM on the train to Truro (long time since I read it). Will start Watchman tomorrow. No spoilers pls! :)"
"positive"	"Tomorrow is the day. I'm gonna do a Speech of St. Patrick's day in @SivaTheWanted's honour. Wish me luck! <3"
"positive"	"Sunday, July 19th is National Ice Cream Day. Come celebrate with us! Get up to TWO free toppings with any... http://t.co/nChREYEZuw"
"positive"	"Come out and join @Kj_PurpleHoney on December 15, 2012 at the Creative Alliance for a wonderful Christmas show and our DVD Release Party!!!"
"positive"	"Kasabian - Fast Fuse just came on shuffle on my iPod\u002c definitely showing my excitement for @russellhoward on Tuesday!"
"positive"	"Here\u2019s a great Bioshock Infinite trailer for those of you that need a tease while waiting for it\u2019s February... http://t.co/27u1Felh"
"positive"	"I just want to get drunk tomorrow night and hangout with somebody and also go see Kendrick Lamar live"
"positive"	"@katytlam @KatieTD21 Kath. I hope you do enjoy the game last night. Tomorrow has another game. Go JLin!"
"positive"	"jeonghan looks like one of the characters in twilight wearing that hoodie tho https://t.co/gPaRO5IajL"
"positive"	"Hulk Hogan offers self as running mate for the Donald. Perfect! He is equally serious \"politician\" http://t.co/Q83OJRkKqc"
"positive"	"Going to see Ed Sheeran tomorrow with @abbyxrene and I'm super excited (:"
"positive"	"Such a fun party! Happy 17th birthday Briana! Everyone loved doing a paint party at the sleepover and the... https://t.co/XcCRIQRDs7"
"positive"	"This years NBA schedule got me pumped for the season. Knicks Vs. Nets in its 1st NBA\u2019s Battle of New York. We already know its NYK town."
"positive"	"Delivery has just arrived for Sunday's National Ice Cream Day. Staff are getting excited here for their sundae's!... http://t.co/PnbAq8HalS"
"positive"	"@790FM congrats!!!!!!! So happy for you :) may all your dreams come true <3 xoxoxox my Frankie"
"positive"	"@kaaryy_m when I go to the store I'll take one w. A mask xD get money so we can go to Knott's Saturday!!!"
"positive"	"Hopefully going to genera with physics, down side is its only 6th years who are going and I don't talk to many #worthitbut"
"positive"	"Katy Perry will be hosting this years MTV EMA's on her 31st birthday! This is going to be some show! http://t.co/hqeA9ZwRh3"
"positive"	"Massive reception for Paul Dunne on the packed 18th. Such a mature and composed head on such young shoulders. Great round of 66. #bbcgolf"
"positive"	"@winchestermaine Oh so you're a fan of The Vamps, how nice! Well, I'm a fan of 5SOS and I'll also buy a ticket on sat."
"positive"	"Randy Orton vs. Sheamus to start the show. Interesting choice. Crowd may turn early?"
"positive"	"Pakistan clears visa accord\u002c India welcomes it - New Delhi/Islamabad\u002c Nov 1 (IANS) A day after Pakistan\u2019s cabinet ap... http://t.co/4Hz42nIw"
"positive"	"This is a Harper worth looking forward to. Go Set a Watchman's 1st chapter stuns fans with bombshell plot twist http://t.co/KCBLbn3EXj"
"positive"	"When you realize that bye Felicia from Friday was a real experience in Straight Outta Compton with Ice Cube #MyDumdAss #ByeFelicia #bruuh"
"positive"	"Gumby may be the answer to our forward woes. The Bomb Squad never stop believing\u002c and we never stop believing in Gumby. #releasethegumby"
"positive"	"@purdy1981 I may be on PS4 so make sure you give me a shout on here ;-)"
"positive"	"10.12.14  the Civil Engineering General Assembly.  DivergenCE: Dare to be YOUnique.  READY NA BA PERFORMANCES NIYO? :)  See you tomorrow!"
"positive"	"Kris Bryant MAY have just hit a \"walk off\" home run... oh wow! Wow!!!!  #GoCubsGo http://t.co/2naIyykWr3"
"positive"	"Watching When Harry met Sally\u002c how I love that movie!!! A) it\u2019s NYC B) it\u2019s Billy Crystal and Meg Ryan :) what a perfect start to Friday!"
"positive"	"This is a lovely post about Zayn for those who still have issues with him. May make you consider things differently. http://t.co/WNEwQSn9as"
"positive"	"2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!"
"positive"	"Tomorrow is KARWA- CHOTH Delhi is going MAD  !!!!!!!"
"positive"	"Smashing FIFA atm won the Capital One Cup\u002c1st in the league and in the finals of the F.A Cup and Champions League"
"positive"	"@karlsentk Thanks to ESPN now coming free with Sky, got to see full Dortmund game yesterday. Wow, there's a team going places."
"positive"	"This Street Fighter V beta on PS4 tomorrow. I'm ready to give someone the hands. Preferably a few of my peeps part of the NAX crew."
"positive"	"Wolves finish LA tour with Lakers: Kobe Bryant made history in Sunday\u2019s NBA All-Star Game in time champion. The ... http://t.co/vCPTilZs"
"positive"	"Morning everyone!! Starting off our Tuesday we have..  Bee Gees with I Don't Wanna Be The One https://t.co/LEeNDmIG2M"
"positive"	"@dantencer mvp mvp. 11 pitchs and the 6th pitch to stay alive. He is going to get paid bigtime.and david price wow"
"positive"	"@imMEGANda I see a bit of Christian in him\u002c at 1st I wnt him for the role until I saw Matt. I loved him more wen I got 2 watch White Collar."
"positive"	"Definitely going to have to take a trip to Dunkin on Saturday before the early ass scrimmage"
"positive"	"Thanks to @CaseySoftware and @kinlane I have been reminded that Ice Cube's \"good day\" was my 4th birthday."
"positive"	"I don't care what others may say, Seth Rollins is one of the best. Easily the best WWE champion in the last few years. #WWE #SummerSlam"
"positive"	"Pretty Little Liars just blew my mind!! #AtrAin was everything I\u2019d hoped for. Is it January yet..?"
"positive"	"Yay tomorrow I\u2019ll be going to Putrajaya for a walk. Woweee."
"positive"	"Best of luck @kevinanderson18 on 4th rd @usopen vs Murray! Wish I was there to cheer you on. Go Illini!"
"positive"	"Good morning Bomb Squad family! I hope you all have a lovely Saturday!"
"positive"	"Historic moment for Binghamton NY the sun came out"
"positive"	"The ICC's Dilemma in Uhuru, Ruto Cases: Last week, Uhuru Kenyatta made history. On Tuesday, he... http://t.co/CHf2gjuAZK #KenyanICCCases"
"positive"	"Play fair Ben Howland...Sean Miller may be tough to keep up with cleanly, but lets all be gentlemen here"
"positive"	"Yeah, I think I want a Seth Rollins shirt. Cuz that's what champions do. His 1st-X-Men-movie-costume pants wouldn't hurt, either. #raw"
"positive"	"RT @kisscorona: Good gig tonight in Derby!!!"
"positive"	"Morning prayer tomorrow ( wed 2nd ) at theYMCA Stoke 8.00am for Christians in the business community all are welcome join us!"
"positive"	"Damn, #MTVStars hid the votes. WE ONLY GOT TILL TUESDAY MONSTERS!!! VOTE LIKE CRAZY!!!! #MTVStars Lady Gaga"
"positive"	"Wishing I could see shawn open for Taylor and see Taylor on the 9th. http://t.co/6gODOLrw3z"
"positive"	"Delicious warm sun...great to see you (if only briefly) after hurricane sandy whipped through here a couple hours ago."
"positive"	"Chuck Norris doesn't wear a watch. HE decides  sat time it is."
"positive"	"A very happy birthday to Prince George! The cutest prince in the whole darn land.  https://t.co/g3ZVACOKpE"
"positive"	"excited to go on a diet with iona, the rules we made up a gr8!!! givin eachother 20p if we eat something bad & sunday is watermelon day heh"
"positive"	"Kunle Afolayan has raised the bar to another level with October 1. Not sure there are many who can meet up or raise the bar in Nigeria!!!"
"positive"	"Thursday: Thor's day. Bring me your bolts your breezes your squalls your everything. We can handle it. xx"
"positive"	"@ToyceMonique I know! Im still in Alabama but Ill be back soon. Next thursday Ill be featured at Bakers so you gotta come through!"
"positive"	"@monstershockey after Sat nights game on WHK 1420, @DougPlagens is on with us, plus we have tickets to the next home game to give away! RT?"
"positive"	"@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !"
"positive"	"Talked bulletproof design among other cool topics with the MTA yesterday. No, seriously, bulletproof design."
"positive"	"Another Iron Maiden beer out? This may mean another review is on the way"
"positive"	"@gulianarancic so we get to see it in Ireland tomorrow on E News. Can't wait. Congrats on the little bun in the oven #amazeballs x"
"positive"	"RT @DustinWStout: Today has been an AWESOME day! One of the Google engineers posted a tutorial video from our http://t.co/XAfSJqO site!  ..."
"positive"	"This Sunday is Daylight Savings Time so you better not miss school the next day for missing the time setting party"
"positive"	"All I ask for my birthday is for Tom Brady to show out Thursday night and get the W! Ready for some football!!!"
"positive"	"I got 3 options on Friday   Suck it up and watch Fantastic Four  Watch Ant-Man, again   Or watch Mission Impossible:Rogue Mation"
